1.0000000000;1.0000000000;1.0000000000
0.9500000000;0.9502262443;0.9512294245
0.8500000000;0.8597285068;0.8607079764
0.7500000000;0.7778496014;0.7788007831
0.6500000000;0.7037686870;0.7046880897
0.5500000000;0.6367430977;0.6376281516
0.4500000000;0.5761008979;0.5769498104
0.3500000000;0.5212341458;0.5220457768
0.2500000000;0.4715927985;0.4723665527
0.1500000000;0.4266791987;0.4274149319
0.0500000000;0.3860430845;0.3867410235
